ID,小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
5119,花苑村桂花园,2室1厅,57.4,徐汇,低区/6层,朝东南,340,59233,1989年建
5120,东安二村,1室1厅,43.77,徐汇,中区/6层,朝南,290,66255,1958年建
5121,永新城,3室2厅,136.73,徐汇,低区/15层,朝南,1560,114093,
5122,阳光名邸,3室2厅,144.32,徐汇,中区/29层,朝南,1280,88691,
5123,丝庐花语,1室2厅,73.51,徐汇,中区/11层,朝南北,700,95225,
5124,南天大楼,2室2厅,92.6,徐汇,高区/23层,朝南,720,77753,
5125,挹翠苑,2室2厅,70.25,徐汇,高区/6层,朝南,600,85409,2000年建
5126,宏润花园,3室2厅,125.81,徐汇,高区/30层,朝南北,1180,93792,2004年建
5127,金环大厦,4室2厅,192.88,徐汇,中区/15层,朝西南,1400,72583,
5128,徐汇公寓,3室2厅,122.66,徐汇,高区/19层,朝南,780,63590,
5129,巴黎时韵,1室0厅,42.65,徐汇,低区/31层,朝西北,185,43376,
5130,金轩公寓,3室2厅,152.53,徐汇,高区/20层,朝南北,1280,83917,
5131,青松小区,2室1厅,86.93,徐汇,高区/26层,朝南,770,88577,
5132,森陇家园,2室2厅,97.86,徐汇,中区/17层,朝南,720,73574,
5133,俞一小区,1室1厅,35.75,徐汇,高区/6层,朝南,238,66573,1987年建
5134,东安一村,1室0厅,38.81,徐汇,中区/5层,朝南北,270,69569,1999年建
5135,乐山六七村,1室0厅,34.15,徐汇,中区/7层,朝西南,290,84919,1988年建
5136,梅苑,1室1厅,43.73,徐汇,中区/6层,朝南,255,58312,1994年建
5137,东安一村,1室0厅,36.08,徐汇,低区/5层,朝北,200,55432,1956年建
5138,芳草苑（徐汇）,2室2厅,84.05,徐汇,高区/6层,朝南北,650,77334,
5139,创世纪花园,2室1厅,105.83,徐汇,高区/17层,朝南,980,92601,
5140,岳阳路200弄,1室1厅,69.22,徐汇,低区/4层,朝东南,750,108350,1999年建
5141,花苑村紫竹园,1室1厅,42.64,徐汇,高区/6层,朝南北,320,75046,1990年建
5142,永新城,3室2厅,126.27,徐汇,高区/33层,朝南,1568,124178,
5143,华东花苑,1室1厅,57.2,徐汇,中区/6层,朝南北,335,58566,1995年建
5144,天平小区,1室0厅,29.01,徐汇,中区/7层,朝东,400,137883,1995年建
5145,滨江小区,2室1厅,68.93,徐汇,低区/6层,朝南北,426,61801,1998年建
5146,凯翔小区,2室1厅,58.28,徐汇,高区/6层,朝南北,415,71207,1990年建
5147,泰东新村（徐汇）,3室1厅,65.07,徐汇,高区/6层,朝南,520,79913,1993年建
5148,永新城,3室2厅,139.65,徐汇,低区/33层,朝南北,1480,105979,
5149,新汇公寓,2室2厅,130.18,徐汇,低区/22层,朝南,910,69903,
5150,玉兰花苑,1室1厅,68.74,徐汇,高区/25层,朝西南,580,84375,
5151,华理苑,3室1厅,75.44,徐汇,低区/6层,朝南北,520,68928,1997年建
5152,罗秀新村,1室1厅,46,徐汇,低区/6层,朝南,220,47826,1994年建
5153,汇翠花园,2室2厅,115.18,徐汇,高区/21层,朝南,1020,88557,
5154,东荡小区,1室1厅,40.44,徐汇,低区/6层,朝南北,290,71711,1994年建
5155,钦州公寓,2室1厅,69.76,徐汇,高区/18层,朝南,490,70240,1995年建
5156,中漕小区,1室1厅,40.95,徐汇,高区/6层,朝南,445,108669,1989年建
5157,中山新村,1室0厅,28.36,徐汇,中区/6层,朝北,225,79337,1986年建
5158,宜德苑,2室2厅,97.58,徐汇,低区/18层,朝南北,880,90182,
5159,日晖六村,1室1厅,33.19,徐汇,中区/5层,朝南,260,78336,1958年建
5160,永嘉大楼,1室0厅,27.53,徐汇,高区/15层,朝西,460,167090,
5161,金塘小区,3室1厅,79.65,徐汇,高区/6层,朝南北,490,61519,1995年建
5162,玉兰花苑,1室1厅,64.33,徐汇,高区/23层,朝西,620,96378,
5163,花苑村梅花园,2室1厅,62.55,徐汇,高区/6层,朝西南,350,55955,1993年建
5164,华容小区,2室2厅,98.14,徐汇,高区/7层,朝南北,705,71836,1999年建
5165,民苑小区,2室1厅,72.21,徐汇,中区/6层,朝东南,575,79628,1999年建
5166,凯托大厦,2室2厅,125.94,徐汇,低区/28层,朝南,850,67492,
5167,兆丰帝景苑,2室2厅,100.02,徐汇,中区/28层,朝南,1060,105978,
5168,天平小区,2室1厅,60.58,徐汇,高区/20层,朝西南,660,108946,1995年建
5169,永太小区,2室1厅,62.82,徐汇,高区/6层,朝南,750,119388,1988年建
5170,北海大厦,3室2厅,105.67,徐汇,中区/19层,朝南,780,73814,1998年建
5171,汇成桂苑,3室2厅,103.5,徐汇,中区/6层,朝南北,950,91787,
5172,华建二街坊,1室1厅,42.84,徐汇,高区/6层,朝南,230,53688,1994年建
5173,梅陇五村,2室1厅,72.56,徐汇,低区/18层,朝西南,385,53059,1995年建
5174,秀水苑（徐汇）,3室2厅,144.03,徐汇,低区/22层,朝南,760,52766,2003年建
5175,宜山路701弄,2室0厅,49.7,徐汇,低区/6层,朝南北,330,66398,1982年建
5176,建国西路211弄,2室1厅,58.94,徐汇,低区/6层,朝南北,650,110281,1993年建
5177,徐家汇花园,2室2厅,109.58,徐汇,中区/17层,朝南,970,88519,
5178,日晖二村,2室1厅,50.25,徐汇,低区/5层,朝南,355,70646,1954年建
5179,汇金广场,2室2厅,130.63,徐汇,高区/28层,朝西南,890,68131,
5180,田林十一村,2室1厅,44.65,徐汇,低区/6层,朝南,375,83986,1984年建
5181,康乐小区（徐汇）,1室1厅,38.7,徐汇,中区/5层,朝南,270,69767,1992年建
5182,强生花苑,3室2厅,118.52,徐汇,低区/23层,朝南北,850,71717,
5183,乐山六七村,1室0厅,34.15,徐汇,高区/7层,朝南,270,79062,1988年建
5184,望族城,2室2厅,102.35,徐汇,高区/24层,朝西南,760,74255,1996年建
5185,田林十一村,2室1厅,50.27,徐汇,高区/6层,朝南北,363,72210,1984年建
5186,丁香园,1室1厅,44.81,徐汇,高区/6层,朝南,258,57576,1992年建
5187,金色港湾,3室2厅,140.48,徐汇,低区/18层,朝南北,970,69048,
5188,日晖新城,3室2厅,89.65,徐汇,中区/24层,朝南,780,87005,
5189,花苑村玉兰园,2室2厅,78.7,徐汇,中区/6层,朝南北,570,72426,1988年建
5190,康健路100弄,1室1厅,31.34,徐汇,低区/6层,朝南,275,87747,
5191,金丽广场,2室1厅,81.15,徐汇,低区/20层,朝南,530,65311,1995年建
5192,诸家宅小区,2室1厅,60.86,徐汇,高区/6层,朝南,450,73940,1990年建
5193,佳安公寓,3室2厅,157.77,徐汇,中区/34层,朝西南,1200,76060,
5194,徐汇苑,2室2厅,129.52,徐汇,低区/32层,朝南北,1080,83384,
5195,南丹小区,2室1厅,38.85,徐汇,低区/6层,朝南,430,110682,1994年建
5196,明佳苑,2室0厅,80.92,徐汇,中区/15层,朝南,630,77854,
5197,嘉瑞花苑,2室2厅,115.17,徐汇,低区/24层,朝南,950,82486,
5198,三江路16号,3室2厅,118.04,徐汇,高区/6层,朝南,770,65232,1996年建
5199,华富小区,3室1厅,83.66,徐汇,高区/7层,朝南,520,62156,1995年建
5200,寿祥坊,2室1厅,55.1,徐汇,高区/6层,朝南北,335,60798,1993年建
5201,襄阳南路277弄,1室1厅,45.49,徐汇,低区/6层,朝南,470,103319,1990年建
5202,桂平小区,3室1厅,86.37,徐汇,高区/6层,朝南北,600,69468,
5203,中原新村,2室0厅,48.95,徐汇,高区/6层,朝南,515,105209,1984年建
5204,乐山六七村,2室1厅,59.09,徐汇,中区/7层,朝东南,455,77001,1988年建
5205,永新花苑,3室2厅,148.66,徐汇,中区/34层,朝南,1450,97538,
5206,龙山新村,2室1厅,52.27,徐汇,中区/6层,朝南,400,76525,1984年建
5207,万象园,2室1厅,75.08,徐汇,低区/6层,朝南,540,71923,1999年建
5208,实业公寓,2室2厅,90.36,徐汇,低区/28层,朝西南,728,80566,
5209,梓树园,2室2厅,111.29,徐汇,低区/23层,朝南,790,70985,
5210,泰安路27弄,1室1厅,42.97,徐汇,中区/7层,朝南北,450,104724,1984年建
5211,永太小区,2室0厅,44.73,徐汇,低区/6层,朝南北,490,109546,1987年建
5212,凌云新村,2室1厅,59.73,徐汇,低区/6层,朝南,350,58597,1994年建
5213,漕溪一村,1室1厅,40.95,徐汇,高区/6层,朝南,285,69597,1981年建
5214,寿祥坊,3室1厅,75.48,徐汇,高区/6层,朝南,465,61605,1994年建
5215,肇嘉浜路193弄,2室0厅,51.97,徐汇,高区/6层,朝南北,440,84664,1982年建
5216,南虹公寓,2室2厅,96.99,徐汇,中区/20层,朝东南,900,92793,
5217,锦馨苑,2室1厅,94.49,徐汇,低区/28层,朝,580,61382,1998年建
5218,东方曼哈顿,2室2厅,96.15,徐汇,中区/32层,朝西南,1200,124804,
5219,玉兰花苑,2室1厅,110.03,徐汇,低区/25层,朝西,790,71798,
5220,南丹小区,1室1厅,45.94,徐汇,高区/7层,朝南,430,93600,1993年建
5221,海波花苑,1室1厅,44.22,徐汇,低区/6层,朝南,320,72365,1995年建
5222,尊园,3室2厅,147.22,徐汇,低区/37层,朝南北,1520,103246,
5223,虹桥乐庭,3室2厅,147.23,徐汇,中区/28层,朝南北,1500,101881,
5224,东安花苑,2室1厅,95.63,徐汇,中区/7层,朝南,736,76963,1996年建
5225,凯旋花苑,3室2厅,135.97,徐汇,低区/30层,朝南北,1180,86783,
5226,华利公寓,2室2厅,95.9,徐汇,低区/28层,朝西南,570,59436,
5227,恒昌花园,2室2厅,101.71,徐汇,高区/26层,朝北,630,61940,1997年建
5228,青松小区,1室0厅,50.58,徐汇,高区/30层,朝西,370,73151,
5229,化工二三村,2室0厅,48.44,徐汇,高区/6层,朝南北,275,56771,1988年建
5230,凯翔小区,2室1厅,66.18,徐汇,中区/18层,朝南,500,75551,
5231,丁香园,2室1厅,56.75,徐汇,中区/6层,朝南北,365,64317,1992年建
5232,裕德路66弄,1室1厅,37.79,徐汇,中区/7层,朝南,475,125694,1994年建
5233,虹梅南路126弄,2室1厅,67.6,徐汇,高区/6层,朝南,373,55177,1994年建
5234,凌云新村,2室1厅,61.7,徐汇,中区/6层,朝南,370,59967,1994年建
5235,金塘小区,3室1厅,79.65,徐汇,高区/6层,朝南北,425,53358,1995年建
5236,桂平路277弄,2室1厅,65.28,徐汇,高区/6层,朝南,449,68780,1994年建
5237,长春新苑,3室2厅,117.47,徐汇,低区/6层,朝南,850,72358,
5238,金塘小区,1室1厅,49.86,徐汇,中区/6层,朝南,290,58162,1995年建
5239,航建大楼,1室0厅,39.72,徐汇,中区/14层,朝西北,308,77542,1985年建
5240,樱花园（徐汇）,1室1厅,45.07,徐汇,低区/6层,朝南,298,66119,1992年建
5241,宛南六村,1室0厅,27.12,徐汇,低区/5层,朝南,245,90339,1981年建
5242,振兴小区（徐汇）,2室0厅,52.07,徐汇,高区/5层,朝南北,380,72978,
5243,亦园,4室2厅,333.25,徐汇,低区/33层,朝东南,2500,75018,
5244,永新花苑,3室2厅,174.94,徐汇,中区/31层,朝南北,1600,91459,
5245,南宜花苑,1室1厅,36.33,徐汇,低区/7层,朝南,400,110101,1995年建
5246,中漕小区,2室1厅,60.26,徐汇,低区/7层,朝东南,570,94590,1992年建
5247,公安大楼（徐汇）,1室1厅,50.01,徐汇,高区/32层,朝东南,550,109978,
5248,凯旋一村,2室1厅,53.21,徐汇,高区/6层,朝南,435,81751,
5249,龙吴路13弄,2室1厅,60.36,徐汇,中区/6层,朝南北,390,64612,1989年建
5250,枫林新村,1室1厅,37.16,徐汇,中区/5层,朝南,275,74004,
5251,金桂苑（徐汇）,2室1厅,88,徐汇,高区/24层,朝南北,600,68181,
5252,南天大楼,2室1厅,70.3,徐汇,低区/24层,朝南,540,76813,
5253,乾骏大厦,2室2厅,146.53,徐汇,低区/32层,朝南,888,60601,2003年建
5254,零陵路190弄,3室0厅,62.05,徐汇,中区/5层,朝南,480,77356,1981年建
5255,东方曼哈顿,2室2厅,92.57,徐汇,低区/36层,朝西南,1050,113427,
5256,杜鹃园,1室1厅,44.73,徐汇,高区/6层,朝南,320,71540,1992年建
5257,宜山路701弄,2室1厅,69.1,徐汇,低区/5层,朝南北,420,60781,1959年建
5258,寿祥坊,2室1厅,55.1,徐汇,高区/6层,朝南北,380,68965,1994年建
5259,南丹小区,1室1厅,40.07,徐汇,中区/6层,朝南,430,107312,1994年建
5260,东泉小区,1室1厅,47.09,徐汇,中区/6层,朝南,288,61159,1994年建
5261,振兴小区（徐汇）,2室2厅,75.8,徐汇,高区/6层,朝南,560,73878,
5262,龙山新村,1室1厅,35.4,徐汇,低区/6层,朝南,258,72881,1984年建
5263,康乐小区（徐汇）,1室0厅,38.03,徐汇,中区/5层,朝南,267,70207,1992年建
5264,明佳苑,2室2厅,111,徐汇,低区/26层,朝南,930,83783,
5265,天平路36弄,1室1厅,43.29,徐汇,中区/5层,朝南,462,106722,1977年建
5266,圣骊家园,3室2厅,118.84,徐汇,低区/28层,朝南北,850,71524,2000年建
5267,东方曼哈顿,3室2厅,168.84,徐汇,中区/27层,朝西南,1680,99502,
5268,徐虹路110弄,2室1厅,69.47,徐汇,高区/6层,朝南,710,102202,1987年建
5269,玉兰花苑,3室2厅,154.43,徐汇,低区/25层,朝东,1100,71229,
5270,兴国路271弄,2室1厅,52.96,徐汇,高区/6层,朝南北,565,106684,1981年建
5271,玉兰花苑,1室1厅,68.74,徐汇,高区/25层,朝西,610,88740,
5272,漕溪四村,2室1厅,42.81,徐汇,低区/6层,朝南北,370,86428,1982年建
5273,徐汇苑,2室2厅,125.67,徐汇,低区/32层,朝南,1100,87530,
5274,长兴坊,3室1厅,69.04,徐汇,中区/6层,朝南,470,68076,1992年建
5275,梅陇十一村,2室1厅,57.91,徐汇,低区/6层,朝南北,350,60438,1995年建
5276,舒乐小区,3室1厅,83.85,徐汇,中区/5层,朝南,480,57245,1995年建
5277,乐山八九村,2室1厅,63,徐汇,中区/20层,朝南,520,82539,
5278,桂林苑,1室1厅,60.27,徐汇,高区/6层,朝南,325,53924,1995年建
5279,锦馨苑,3室2厅,136.95,徐汇,低区/13层,朝南北,850,62066,2004年建
5280,凯旋一村,2室1厅,55.72,徐汇,低区/6层,朝南,420,75376,
5281,东安二村,3室1厅,79.17,徐汇,高区/6层,朝南北,500,63155,1965年建
5282,盛大花园,3室2厅,146.98,徐汇,低区/12层,,1220,83004,
5283,番禺小区,1室0厅,44.36,徐汇,高区/9层,朝南,360,81154,1988年建
5284,裕德路66弄,2室0厅,52.74,徐汇,低区/7层,朝南,538,102009,1994年建
5285,南天大楼,2室2厅,82,徐汇,低区/24层,朝南,675,82317,
5286,金巢铂瑞阁,1室1厅,60.66,徐汇,中区/14层,朝南,410,67589,2011年建
5287,尚海湾豪庭,4室2厅,371.72,徐汇,低区/21层,朝南北,3500,94156,2010年建
5288,花苑茶花园,1室1厅,41.59,徐汇,高区/6层,朝南,299,71892,1993年建
5289,大木小区,2室1厅,65.48,徐汇,低区/6层,朝南北,520,79413,1983年建
5290,永兆豪庭,3室2厅,111.25,徐汇,低区/18层,朝南北,900,80898,2008年建
5291,徐汇中凯城市之光,5室2厅,403.91,徐汇,中区/33层,朝南,5000,123789,2012年建
5292,田林三村,1室1厅,40.79,徐汇,高区/6层,朝南,260,63741,1982年建
5293,徐虹公寓,2室1厅,59.1,徐汇,高区/6层,朝南北,480,81218,1994年建
5294,梅陇九村,2室2厅,82.63,徐汇,高区/6层,朝南北,475,57485,2000年建
5295,钦州花苑,2室1厅,86.3,徐汇,低区/29层,朝南北,450,52143,
5296,橡胶小区,1室1厅,57.29,徐汇,低区/24层,朝西南,445,77674,
5297,永新城,3室2厅,142.21,徐汇,中区/21层,朝南,1600,112509,
5298,申峰大厦,3室1厅,92.29,徐汇,中区/26层,朝南,835,90475,2005年建
5299,玉兰花苑,2室2厅,70.54,徐汇,中区/23层,朝南,820,116246,
5300,天钥新村,1室1厅,41.45,徐汇,高区/6层,朝南,295,71170,1985年建
5301,银海苑,2室1厅,108.82,徐汇,高区/24层,朝东北,820,75353,1998年建
5302,梧桐花园,2室2厅,85.2,徐汇,中区/18层,朝西南,900,105633,
5303,爱邦大厦,3室2厅,132.91,徐汇,中区/29层,朝南北,600,45143,
5304,田林十一村,2室1厅,56.69,徐汇,中区/6层,朝东南,425,74969,1988年建
5305,徐汇苑,3室2厅,140.27,徐汇,中区/28层,朝南北,1080,76994,2000年建
5306,桂莘小区,2室1厅,62.66,徐汇,中区/6层,朝南,425,67826,1994年建
5307,振兴小区（徐汇）,2室2厅,52.07,徐汇,高区/5层,朝南北,380,72978,
5308,兆嘉园,2室1厅,82.91,徐汇,中区/7层,朝南北,620,74779,1996年建
5309,银星名庭,2室2厅,136.15,徐汇,低区/23层,朝南,865,63532,
5310,宛平南路278号,2室0厅,54.5,徐汇,低区/7层,朝东南,480,88073,1989年建
5311,樱花园（徐汇）,1室1厅,42.49,徐汇,高区/6层,朝南,280,65897,1991年建
5312,东泉小区,2室1厅,59.15,徐汇,中区/6层,朝南,450,76077,1994年建
5313,申峰大厦,1室0厅,40.59,徐汇,高区/26层,朝北,400,98546,2005年建
5314,桂莘小区,2室1厅,48.78,徐汇,高区/6层,朝南,340,69700,1997年建
5315,乐山六七村,2室0厅,51.75,徐汇,高区/7层,朝南北,425,82125,1988年建
5316,梅陇三村,2室0厅,53.26,徐汇,高区/6层,朝西,280,52572,1990年建
5317,虹梅南路96弄,2室1厅,69.36,徐汇,低区/6层,朝南,405,58391,1994年建
5318,肇嘉浜路193弄,1室1厅,38.69,徐汇,中区/6层,朝南,328,84776,1980年建
5319,南天大楼,2室1厅,65.01,徐汇,中区/20层,朝南北,585,89986,
5320,金巢铂瑞阁,1室1厅,67.49,徐汇,中区/14层,朝东,500,74085,2011年建
5321,田林十一村,1室1厅,34.67,徐汇,高区/6层,朝南,275,79319,1985年建
5322,长虹坊,2室1厅,74.55,徐汇,高区/6层,朝南,470,63044,1991年建
5323,长虹坊,2室1厅,73.34,徐汇,高区/6层,朝南,470,64085,1991年建
5324,紫薇园,1室1厅,74.64,徐汇,中区/24层,朝南,465,62299,1994年建
5325,虹二小区,1室0厅,34.92,徐汇,中区/5层,朝南,290,83046,1983年建
5326,尚海湾豪庭,3室2厅,174.06,徐汇,低区/37层,朝南北,1600,91922,2009年建
5327,丁香园,2室1厅,52,徐汇,中区/6层,朝南北,328,63076,1992年建
5328,上海师大新村,2室1厅,83.87,徐汇,低区/19层,朝南北,599,71420,1996年建
5329,盛大花园,3室2厅,135.58,徐汇,中区/12层,朝南,1250,92196,
5330,泰德花苑,2室2厅,111.77,徐汇,中区/32层,朝南,970,86785,1999年建
5331,寿祥坊,2室1厅,55.38,徐汇,高区/6层,朝南,335,60491,1994年建
5332,康宁坊,2室1厅,45.35,徐汇,高区/6层,朝南北,310,68357,1991年建
5333,颐峰苑,3室2厅,126.21,徐汇,高区/18层,朝南北,1280,101418,
5334,徐汇馨苑,2室2厅,84.62,徐汇,低区/14层,朝,700,82722,2010年建
5335,世家小区,2室1厅,44.77,徐汇,高区/5层,朝南,520,116149,1980年建
5336,俞三小区,2室1厅,59.07,徐汇,中区/6层,朝南,340,57558,1994年建
5337,尚海湾豪庭,3室2厅,163.58,徐汇,中区/37层,朝南北,1620,99034,2009年建
5338,爱建园,3室2厅,144.33,徐汇,低区/11层,朝南北,1150,79678,
5339,金牛苑,2室2厅,74.51,徐汇,低区/6层,朝南北,450,60394,
5340,上海五月天（公寓）,3室2厅,132.87,徐汇,高区/34层,朝南北,1050,79024,
5341,平江大楼,1室1厅,53.95,徐汇,中区/20层,朝东,360,66728,
5342,佳信徐汇公寓,2室1厅,92.54,徐汇,中区/20层,朝南北,670,72401,
5343,龙南七村,2室1厅,61.96,徐汇,高区/6层,朝南,380,61329,1994年建
5344,吴中公寓,2室1厅,91.08,徐汇,低区/22层,朝东南,600,65876,1996年建
5345,宛平南路71弄,2室1厅,61.78,徐汇,低区/6层,朝南,480,77695,
5346,兆丰帝景苑,2室2厅,168.05,徐汇,低区/25层,朝南北,1420,84498,
5347,橡胶小区,2室1厅,80.99,徐汇,低区/24层,朝东南,598,73836,
5348,金桂苑（徐汇）,2室2厅,115.1,徐汇,低区/24层,朝东南,700,60816,
5349,万象园,2室2厅,73.04,徐汇,中区/7层,朝南北,510,69824,1999年建
5350,钦州大厦,2室1厅,75.76,徐汇,中区/30层,朝南,535,70617,2005年建
5351,尚海湾豪庭,3室2厅,169.5,徐汇,高区/37层,朝南北,1900,112094,2009年建
5352,康强坊,3室1厅,78.6,徐汇,中区/4层,朝南北,475,60432,1993年建
5353,宛平南路431弄,1室1厅,32.08,徐汇,低区/6层,朝南,300,93516,1986年建
5354,爱邦大厦,2室1厅,96.41,徐汇,低区/29层,朝北,460,47712,
5355,康健路100弄,1室1厅,34.62,徐汇,高区/6层,朝南,285,82322,
